Question	Answer	Source
I'm not travelling with an infant but I'd like to carry breast milk on board. Is there a limit to how much I can bring on board with me?	Yes. If you're travelling out of Singapore, you can bring up to 1,000ml of Liquids, Aerosol and Gels (LAG), and this includes breast milk. The weight of the breast milk is included as part of your 7kg free cabin baggage allowance.Please ensure that the breast milk is stored into containers not exceeding 100ml each. The containers must fit in a 1-litre resealable plastic bag.If you're departing from other countries, get in touch with your [local Singapore Airlines office](/en_UK/contact-us/) for assistance.If your flight itinerary has transit/transfer connections, please adhere to the restrictions on LAG of each departing station. For example, if you are travelling on SQ12 (Singapore - Los Angeles via Tokyo Narita), please adhere to the restrictions on LAG for both Singapore and Japan.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29961
What is the unaccompanied minor service?	The unaccompanied minor service is our way of ensuring that young passengers travelling without an adult have a safe and comfortable journey from check-in to their final destination.The service is mandatory for children aged 5 to under-12 years, and optional for those aged 12 to under-18 years, as long as they're not travelling with an adult (18 years or older) on the same flight and class of travel. For children aged 12 to under-18 years, additional charges may apply for the service. Children under 5 years of age are not allowed to travel as an unaccompanied minor without prior approval from us and the relevant authorities.If a child is travelling on a connecting flight operated by one of our Star Alliance or other partner airlines, please contact the respective airline to learn about their policies and make the necessary arrangements.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
How do I request for the unaccompanied minor service?	The unaccompanied minor service is not available for flights booked on our website. Once you've booked your child's flight(s) with your travel agent or [local Singapore Airlines office](https://www.singaporeair.com/en_UK/contact-us/), simply complete the [Unaccompanied Minors Handling form](https://www.singaporeair.com/saar5/pdf/en_UK/travel-info/special-assistance/UMHandling-form-sal016G-v1.pdf) and get in touch with your [local Singapore Airlines office](https://www.singaporeair.com/en_UK/contact-us/) to let them know that you require this service. For children aged 12 to under-18 years, additional charges may apply for the service.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
How can I opt out of the unaccompanied minor service?	If your child is from 12 to under-18 years of age, you can choose not to opt for this service. Once you've booked your child's flight(s) with us, simply complete the [Unaccompanied Minors Waiver form](https://www.singaporeair.com/saar5/pdf/en_UK/travel-info/special-assistance/UMAssistanceWaiver.pdf) and get in touch with your [local Singapore Airlines office](https://www.singaporeair.com/en_UK/contact-us/) to inform them of your choice.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
What information should I provide when I book a flight for my child?	Booking a flight for your child as an unaccompanied minor is the same as booking a flight for yourself, with some additional personal information required from you.Simply inform your [local Singapore Airlines office](https://www.singaporeair.com/en_UK/contact-us/) of your child's age, as well as the names, addresses and contact numbers of yourself and the guardian who will be accompanying the child either at the point of departure or arrival.You should also highlight any special requirements your child may have - for instance, with meals. However, if your child is below 8 years of age, we'll order his/her meals on your behalf.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
What documents should I provide for my child?	Your child must have an individual passport with at least six months validity. If required, he/she must also have a valid visa to enter the destination country and a re-entry permit to return to his/her home country. Your child must also have had all the required inoculations and medical check-ups, with the relevant paperwork as proof.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
How will my child be assisted at check-in?	Our ground staff will meet your child at the check-in counter and assist him/her through the process. You or the guardian who is accompanying your child should remain at the airport until the flight departs.Once the flight takes off, we'll inform you or your child's guardian (at your child's destination) of the flight's estimated arrival time. If your child is transferring to another Singapore Airlines flight in Singapore, you or your child's guardian will receive a text message once your child has boarded the second Singapore Airlines flight.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
How will my child be assisted through immigration procedures?	At departure and arrival, your child will have priority through the immigration, security, boarding, baggage collection and customs clearance lines. Our staff will also assist your child in completing any forms required by immigration and customs of the destination city/country.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
How will you ensure my child's comfort during the journey on board?	Our cabin crew will check on your child frequently, to ensure that he/she has everything he/she needs for a safe and comfortable journey. They will also provide games, puzzles and gifts for your child to enjoy.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
What if my child feels unwell during the journey?	We'll do everything we can to ensure that your child promptly receives the medical attention he/she needs. All our ground staff and cabin crew are trained to provide first aid. If necessary, we'll also page for a doctor and/or take your child to the nearest hospital. We'll call you and/or your child's guardian both at the point of departure as well as arrival, and keep you informed of your child's progress. Once your child is well again we'll take care of all the arrangements required for his/her onward journey.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
How does my child collect his/her baggage on arrival?	Your child's bags will have special tags for quick and easy collection by our ground staff. We'll help your child with his/her bags through customs, until he/she meets you or his/her guardian at the airport.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
What if my child has to spend the night to catch a connecting flight the next day?	If your child has to stay overnight, we'll assist him/her through the immigration procedures and take care of your child's needs throughout the transfer. We'll also make arrangements for your child to telephone you, at our expense.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
What if the flight is delayed or cancelled?	We'll keep you informed of any flight disruptions or changes to the flight schedule. We'll also make arrangements for your child to telephone you, at our expense. If the disruption or change in flight schedule results in your child having to stay overnight, we'll assist him/her through the immigration procedures and take care of accommodation and meals at a partner hotel. One of our staff or an appropriate representative will accompany your child throughout his/her stay.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
How will I know my child has arrived at his/her destination?	We'll call you and/or your child's guardian both at the point of departure as well as arrival. You'll know the expected time of the flight's arrival, and are required to make arrangements for your child's transportation from the airport. Our ground staff will accompany your child until he/she meets you or his/her guardian at the airport.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=29878
Can a company participate in both the Corporate Travel Programme and HighFlyer?	No, a company can only participate in either the Corporate Travel Programme or HighFlyer, but not both.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
How will the revised fare types implemented on 20 January 2018 affect HighFlyer?	With the implementation of the revised fare types, HighFlyer points will not be accruable on Economy Lite fares. This includes Q, N, V and K booking classes.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
How does a company register for the Singapore Airlines HighFlyer?	i. A company may register for the programme by filling up the online registration form, under the "For Businesses" tab on singaporeair.comii. Thereafter, select "Enroll Now" under Singapore Airlines HighFlyer.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
If my ticket is issued before 20 January 2018, on an Economy Saver fare (Q and N booking classes), will I still be able to earn HighFlyer points?	i. Yes, you will be able to earn HighFlyer points on Q and N booking classes if your ticket is issued before 20 January 2018. ii. However, if you make changes to the ticket after 20 January 2018 on the Economy Lite fare family (Q, N, V and K booking classes) resulting in a ticket reissuance, you will not be able to earn any HighFlyer points for the sector(s) booked on Economy Lite. iii. All other applicable conditions must still be met in order for points to be accrued.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
Can the company register for the programme through a Travel Management Company (TMC)?	No. The company may only register for the Singapore Airlines HighFlyer via the online registration form .	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
How will I know when my company's registration is accepted?	The corporate travel manager will be notified by email upon successful enrolment into HighFlyer.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
How does the Corporate Travel Manager ('CTM') add Corporate Travellers ('CTs')?	The CTM can only add CTs under the "Travellers" tab in the online booking platform.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
How many Corporate Travellers ('CTs') can I add to my company's HighFlyer account?	New CTs can be added only if the maximum number of 30 CTs has not been met, and the max number of changes does not exceed 5 within 1 month.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
What are the channels through which the corporate can book a ticket?	Bookings can be made via the online corporate booking platform or via Singapore Airlines' appointed travel agents.If you would like to make your bookings through a travel agent, please get in touch with Singapore Airlines as additional set up is required for your HighFlyer account. You may write to [highflyer_support@singaporeair.com.sg](mailto:highflyer_support@singaporeair.com.sg) for assistance.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
What do I have to provide to ensure that the HighFlyer points are accrued to the HighFlyer account?	i. If the booking is made via the online corporate booking platform, you do not have to provide any other details. When entering the passenger's details, the various fields will be automatically populated based on the CT's KF details.ii. However, if the booking is made via the reservation office or travel agents, then the corporate ID must be provided to the agent.If you would like to make your bookings through a travel agent, please get in touch with Singapore Airlines as additional set up is required for your HighFlyer account. You may write to [highflyer_support@singaporeair.com.sg](mailto:highflyer_support@singaporeair.com.sg) for assistance. iii. The corporate travel manager must ensure that the travelling passenger is already added as a Corporate Traveller before the Booking is made.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
Will travel agents be able to make changes on tickets issued using Highflyer points (rebooking, reissuance, and refund)?	i. Utilization of HighFlyer points is only possible online. ii. Travel agents will not be able to perform any transactions related to using HighFlyer points.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
What are the available payment methods for online booking?	All available payment methods available on the Singapore Airlines online booking portal, except for PayPal and Alipay.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
What must my company do to ensure that HighFlyer points can be accrued for our travel on Singapore Airlines or SilkAir?	i. Prior to making the booking, the company has to ensure that it has signed up a HighFlyer account and added its Corporate Travellers to the account profile.ii. The Corporate Travellers must be registered KrisFlyer members.iii. If the booking is made via a travel agent, the company must pre-advise Singapore Airlines of the agent details via [highflyer_support@singaporeair.com.sg](mailto:highflyer_support@singaporeair.com.sg).iv. If the booking is made via a travel agent, the travel agent must ensure that the company's corporate ID and the KrisFlyer membership number of the Corporate Traveller is inserted into the booking before issuing the tickets.If you would like to make your bookings through a travel agent, please get in touch with Singapore Airlines as additional set up is required for your HighFlyer account. You may write to [highflyer_support@singaporeair.com.sg](mailto:highflyer_support@singaporeair.com.sg) for assistance. v. If the booking is made via the Singapore Airlines online corporate booking platform, the corporate does not have to provide any other details. When entering the passenger's details, the various fields will be automatically populated based on the CT's KF details.vi. The corporate travel manager must ensure that the travelling passenger is already added as a Corporate Traveller before the flight date.vii. The booking has to be made on eligible booking classes.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
How do we calculate the number of points accrued?	i. The points accrued is based on the sum of base fare and carrier imposed surcharges in SGD, excluding airport taxes and government surcharges. The sum is multiplied by an accrual rate, which varies according to the backend discount percentage.ii. Currently, for every SGD1 spent on the net air fare and carrier imposed surcharges, the company will earn 5 HighFlyer points.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
How are points accrued?	Every SGD1 spent on the net air fare and carrier imposed surcharges on eligible booking classes accrues 5 HighFlyer points after travel is completed.	https://www.singaporeair.com/en_UK/in/faqCategory/?category=16122
Hi	Hello	Editorial
