Question_id	Question	Answer	PageRank
353	I've selected my Standard Seat in advance; however, the aircraft has changed. Will I be allocated the same seat on the new aircraft?	Due to operational reasons, we may have to deploy other aircraft types in order to keep to the flight schedule. We will do our best to allocate you a similar seat.  If you have paid for the seat selection, we will refund you in case  we are not able to offer you the selected seat.	0
354	I've selected my Forward Zone Seat in advance; however, the aircraft has changed and I wasn't allocated the same seat. Can I get a refund of the paid seat selection fee?	Due to operational reasons, we may have to deploy other aircraft types in order to keep to the flight schedule. We will do our best to allocate you a similar seat in the same zone. If you have paid for the seat selection, we will refund you in case  we are not able to offer you the selected seat.	0
355	I've selected a seat in advance, but changed my flight. Do I get to keep my seat on the new flight?	No, all seat selections made in advance are not transferable. You can select a new seat in advance if you have purchased an eligible fare, subject to seat availability and the seat selection conditions of your new itinerary.	0
356	I've paid to select a seat in advance, but would like to select a seat in another zone instead. Can I top up the difference for this selection?	No, all seat selections made in advance are not transferable and the amount you paid for your previous selection will not be used to offset your new selection. You can, however, select a new seat in another zone at the full fee.	0
357	How do the changes to seat selection affect PPS Club, KrisFlyer Elite Gold and KrisFlyer Elite Silver members?	If you are a PPS Club, KrisFlyer Elite Gold or KrisFlyer Elite Silver member, you can select seats from certain categories in advance for free, in accordance with your membership tier, regardless of the fare type you choose. For more details, please click here.	0
358	If my KrisFlyer membership status has changed, and I'm now eligible to select Standard and/or Forward Zone Seats for free, will I receive refunds for the seats I've purchased on flights I haven't yet flown?	No, all seat selections made in advance are not refundable or transferrable.	0
359	I've purchased an Economy Lite fare and selected a Forward Zone Seat for free as a KrisFlyer Elite Gold member. However, I've recently been downgraded to KrisFlyer Elite Silver membership where Forward Zone Seat selection is payable. Do I get to keep my seat?	Yes, the selected seat will be yours even if your membership expires before the day of departure, as long as you do not make any changes to your seat or booking.	0
360	What are the new conditions for seat selection on redemption awards?	As a KrisFlyer member, you will continue to enjoy free seat selection with both Economy Class Saver and Advantage awards; however, free Forward Zone Seat selection will only be available for an Economy Class Advantage award.There are no changes to seat selection conditions in other cabin classes.	0
361	What is ‘Secure My Fare’?	‘Secure My Fare’ is a booking option available on the Singapore Airlines website and mobile app that gives you the opportunity to hold your booking and fare for up to 3 days. Now, you have more time to confirm your travel details without having to worry that the displayed fare might go up in price.	0
362	How can I make a ‘Secure My Fare’ booking?	When choosing your flights via the Singapore Airlines website or mobile app, you will be given the ‘Secure Fare’ option. Simply pay the holding fee, and your booking and fare will be secured for up to 3 days. You can then confirm your booking by paying the full fare within this hold period.The holding fee is not deducted from the final cost of your ticket, and will not be refunded if the booking is not confirmed.	0
363	How do I know if my itinerary is eligible for ‘Secure My Fare’?	After choosing your flights, eligible itineraries will have a ‘Secure Fare’ button enabled for selection. Currently, ‘Secure My Fare’ is only available for:• Flights operated by Singapore Airlines;• Non-redemption bookings; and• Economy class bookingsWhether an itinerary is eligible or not will also depend on travel dates, origin/destination, and fare conditions.	0
364	How do I know the hold period for my ‘Secure My Fare’ booking?	‘Secure My Fare’ bookings usually have a hold period of 3 days, but this might vary depending on the itinerary and fare conditions (e.g. a promotional fare may have a shorter hold period of 1 day).Your final hold period and payment deadline will be confirmed at the payment page.In case you change your mind about a ‘Secure My Fare’ booking at the payment page, you will be given an option to confirm and pay for your booking immediately without having to restart your booking.	0
365	Can I select my seats, make special requests or purchase any add-ons during my ‘Secure My Fare’ booking?	You will only be able to add more products to your journey after your booking is confirmed and fully paid. You may do so via Manage Booking.	0
366	How much is the holding fee for a ‘Secure My Fare’ booking?	The holding fee is around SGD 5-20 per passenger, and can vary depending on the flights in your itinerary. Your holding fee amount will be stated underneath the ‘Secure Fare’ button on the flight search page. The same information will be presented on the payment page before payment confirmation.	0
367	What forms of payment are accepted for payment of my holding fee?	After confirming passenger details, you will be directed to the payment page where you can pay your holding fee. Payment of the holding fee must be by credit card only. The option to pay with KrisFlyer miles or direct debit is not available.	0
368	Can I pay my holding fee in a different currency?	When you pay with your credit card, you can choose from a range of available currency options after entering your card details. Do note that your bank will perform the relevant conversion at their prevailing exchange rate and may charge a conversion fee.	0
369	How will I know if my ‘Secure My Fare’ booking is successful?	Upon payment, you will be sent a Secured Fare confirmation email. This email will contain your 6-digit Booking Reference, and a reminder on your payment deadline.An e-receipt for each passenger will also be auto-generated and attached to this confirmation email. Further reminders on your payment deadline will not be sent.	0
370	How can I view bookings that have their fare secured?	Log-in to Manage Booking using your booking reference number and last name to view such bookings.You may also log-in to your KrisFlyer account if your ‘Secure My Fare’ booking was made using your membership number.	0
371	Can I change details of my ‘Secure My Fare’ booking?	Bookings that have their fare secured cannot be changed during the hold period. If you need to modify your booking, you should make a new booking instead and allow the original to expire. Your holding fee will not be refunded.	0
372	Can I cancel or refund my ‘Secure My Fare’ booking?	Bookings that have their fare secured will be automatically cancelled once the hold period has passed, so you may simply allow it to expire. Your holding fee will not be refunded.For ‘Secure My Fare’ bookings made in the USA that include travelling to or from the USA, a full refund of the holding fee is applicable if cancellations are made within 24 hours of that holding fee payment. Please contact your local Singapore Airlines office for assistance.	0
373	How do I confirm my booking?	You may log-in to Manage Booking using your booking reference number and last name to complete full payment and confirm your on booking.You may also log-in to your KrisFlyer account if your ‘Secure My Fare’ booking was made using your membership number.	0
374	Can I pay the fare amount using a different payment method or in a different currency from my holding fee?	Yes, you will be allowed to select different payment options and currency options when you confirm your booking. The option to Pay With Miles will also be available.If you choose to pay by credit, do note that a credit card surcharge may apply in addition to your secured fare. Your secured fare will be held in its original currency. If you choose to pay the full fare amount using a different currency, your bank will perform the relevant conversion at their prevailing exchange rate and may also charge a conversion fee.	0
375	What happens after I complete payment of the fare and confirm my booking?	Your ticket will be issued upon full payment of the secured fare. You may then proceed to add more products to your journey (e.g. seat selection, special requests, add-on purchases) via Manage Booking.Rules on ticket changes, cancellations and refunds will be subject to your fare conditions.	0
376	Can I book a ticket on singaporeair.com for an infant?	Yes, you can book a ticket for an infant if he/she is more than 7 days and less than 2 years old at the point of travel. Each infant in the booking must travel with an adult who is 18 years of age or older at the time of departure.	0
377	How many infant tickets can I book on singaporeair.com?	Each infant must travel with one adult who is 18 years of age or older. If you’re travelling alone with more than one infant, get in touch with your local Singapore Airlines office for assistance.	0
378	Am I guaranteed a bassinet with an infant ticket?	Only a limited number of bassinets are available on board and offered on a first-come, first-served basis. When booking online, you can request a bassinet in the ‘Select seats’ section, prior to making your payment. If a bassinet is not available, your infant will be seated in your lap and we’ll provide you with an infant seatbelt.Bassinet sizes may vary by aircraft. Our smallest bassinet measures at 768mm / 30.76in (L) x 298mm / 11.96in (W) x 158mm/ 8in (H), and can support a maximum weight of 14kg / 30.8lbs.	0
379	My infant and I have been assigned a bassinet seat. Can I change this seat online?	Yes, you can change your assigned seat to another bassinet or a non-bassinet seat.If you wish to take up a non-bassinet seat, get in touch with your local Singapore Airlines office. Please be reminded that when you give up your bassinet seat, you’re also giving up the bassinet.	0
380	If my infant cannot fit in the bassinet, can I buy him/her a seat?	Our smallest bassinet measures at 768mm / 30.76in (L) x 298mm / 11.96in (W) x 158mm/ 8in (H), and can support a maximum weight of 14kg / 30.8lbs. If your infant cannot fit in the bassinet, you can get in touch with your local Singapore Airlines office to purchase a separate seat.	0
381	What is the baggage allowance for infants?	Infants are entitled to one piece of baggage, up to 23kg for Economy and Premium Economy Class bookings or 32kg for Business and First Class bookings to and from United States. For all other destinations other than United States, infants are entitled to 10kg baggage allowance. The sum of the length, width and height of the infant’s checked-in baggage should not exceed 158cm (62 inches). You can also check in a fully collapsible stroller or pushchair and carry-cot or car seat for free.	0
382	Can I request for a special meal for my infant?	Yes. Meals suitable for infants are available on all of our flights, except those to and from Singapore and Kuala Lumpur. Simply request the meal when you make your booking, and the same type of infant meal will be provided for all the flights in your itinerary.	0
383	Are baby amenities available on board?	General baby amenities such as diapers, disposable bibs, feeding bottles, and baby wipes are also available. However, we recommend that you bring your own – as we can only carry a limited quantity and these amenities may not be able to match your specific requirements.	0
384	How much breast milk can I carry on board to nurse my infant and is there an additional baggage allowance for that?	If you're departing from Singapore, you can carry as much breast milk as you need to nurse your infant for the entire journey. The combined weight of the infant food, breast milk and amenities you may bring on board should not exceed 6kg. This is in addition to your 7kg free cabin baggage allowance.If you're departing from other countries, get in touch with your local Singapore Airlines office for assistance.	0
385	I would like to carry breast milk on board. Are there storage facilities on board, or do I have to bring a cooler bag?	You can store the milk in our chillers but we have limited space, as the chillers are used for passengers' meals. Storage in the chillers is hence subject to space availability. We can only accept 100ml bottles to be stored in the chillers due to space constraints in our chillers on board.As the temperature of the chillers is not controllable on board, we recommend you store the milk in a smaller cooler bag measuring 17cm x 17cm x 23cm or smaller, with ice packs or other cooling apparatus as required to ensure the milk is chilled.	0
386	I'm not travelling with an infant but I'd like to carry breast milk on board. Is there a limit to how much I can bring on board with me?	Yes. If you're travelling out of Singapore, you can bring up to 1,000ml of Liquids, Aerosol and Gels (LAG), and this includes breast milk. The weight of the breast milk is included as part of your 7kg free cabin baggage allowance.Please ensure that the breast milk is stored into containers not exceeding 100ml each. The containers must fit in a 1-litre resealable plastic bag.If you're departing from other countries, get in touch with your local Singapore Airlines office for assistance.If your flight itinerary has transit/transfer connections, please adhere to the restrictions on LAG of each departing station. For example, if you are travelling on SQ12 (Singapore - Los Angeles via Tokyo Narita), please adhere to the restrictions on LAG for both Singapore and Japan.	0
387	What is the unaccompanied minor service?	The unaccompanied minor service is our way of ensuring that young passengers travelling without an adult have a safe and comfortable journey from check-in to their final destination.The service is mandatory for children aged 5 to under-12 years, and optional for those aged 12 to under-18 years, as long as they’re not travelling with an adult (18 years or older) on the same flight and class of travel. For children aged 12 to under-18 years, additional charges may apply for the service. Children under 5 years of age are not allowed to travel as an unaccompanied minor without prior approval from us and the relevant authorities.If a child is travelling on a connecting flight operated by one of our Star Alliance or other partner airlines, please contact the respective airline to learn about their policies and make the necessary arrangements.	0
388	How do I request for the unaccompanied minor service?	The unaccompanied minor service is not available for flights booked on our website. Once you’ve booked your child’s flight(s) with your travel agent or local Singapore Airlines office, simply complete the Unaccompanied Minors Handling form and get in touch with your local Singapore Airlines office to let them know that you require this service. For children aged 12 to under-18 years, additional charges may apply for the service.	0
389	How can I opt out of the unaccompanied minor service?	If your child is from 12 to under-18 years of age, you can choose not to opt for this service. Once you’ve booked your child’s flight(s) with us, simply complete the Unaccompanied Minors Waiver form and get in touch with your local Singapore Airlines office to inform them of your choice.	0
390	What information should I provide when I book a flight for my child?	Booking a flight for your child as an unaccompanied minor is the same as booking a flight for yourself, with some additional personal information required from you.Simply inform your local Singapore Airlines office of your child’s age, as well as the names, addresses and contact numbers of yourself and the guardian who will be accompanying the child either at the point of departure or arrival.You should also highlight any special requirements your child may have – for instance, with meals. However, if your child is below 8 years of age, we’ll order his/her meals on your behalf.	0
391	What documents should I provide for my child?	Your child must have an individual passport with at least six months validity. If required, he/she must also have a valid visa to enter the destination country and a re-entry permit to return to his/her home country. Your child must also have had all the required inoculations and medical check-ups, with the relevant paperwork as proof.	0
392	How will my child be assisted at check-in?	Our ground staff will meet your child at the check-in counter and assist him/her through the process. You or the guardian who is accompanying your child should remain at the airport until the flight departs.Once the flight takes off, we’ll inform you or your child’s guardian (at your child’s destination) of the flight’s estimated arrival time. If your child is transferring to another Singapore Airlines flight in Singapore, you or your child’s guardian will receive a text message once your child has boarded the second Singapore Airlines flight.	0
393	How will my child be assisted through immigration procedures?	At departure and arrival, your child will have priority through the immigration, security, boarding, baggage collection and customs clearance lines. Our staff will also assist your child in completing any forms required by immigration and customs of the destination city/country.	0
394	How will you ensure my child’s comfort during the journey on board?	Our cabin crew will check on your child frequently, to ensure that he/she has everything he/she needs for a safe and comfortable journey. They will also provide games, puzzles and gifts for your child to enjoy.	0
395	What if my child feels unwell during the journey?	We’ll do everything we can to ensure that your child promptly receives the medical attention he/she needs. All our ground staff and cabin crew are trained to provide first aid. If necessary, we’ll also page for a doctor and/or take your child to the nearest hospital. We’ll call you and/or your child’s guardian both at the point of departure as well as arrival, and keep you informed of your child’s progress. Once your child is well again we’ll take care of all the arrangements required for his/her onward journey.	0
396	How does my child collect his/her baggage on arrival?	Your child’s bags will have special tags for quick and easy collection by our ground staff. We’ll help your child with his/her bags through customs, until he/she meets you or his/her guardian at the airport.	0
397	What if my child has to spend the night to catch a connecting flight the next day?	If your child has to stay overnight, we’ll assist him/her through the immigration procedures and take care of your child’s needs throughout the transfer. We’ll also make arrangements for your child to telephone you, at our expense.	0
398	What if the flight is delayed or cancelled?	We’ll keep you informed of any flight disruptions or changes to the flight schedule. We’ll also make arrangements for your child to telephone you, at our expense. If the disruption or change in flight schedule results in your child having to stay overnight, we’ll assist him/her through the immigration procedures and take care of accommodation and meals at a partner hotel. One of our staff or an appropriate representative will accompany your child throughout his/her stay.	0
399	How will I know my child has arrived at his/her destination?	We’ll call you and/or your child’s guardian both at the point of departure as well as arrival. You’ll know the expected time of the flight’s arrival, and are required to make arrangements for your child’s transportation from the airport. Our ground staff will accompany your child until he/she meets you or his/her guardian at the airport.	0
400	Do I need a visa to travel to my destination?	Each passenger must hold a valid passport (and visa(s), if required) to be allowed entry into each destination on the flight itinerary. We cannot be held responsible if a passenger is denied entry and/or deported by any local authority. Visit the visas and immigration requirements  page for more important travel information and applicable regulations.	0
401	Can a company participate in both the Corporate Travel Programme and HighFlyer?	No, a company can only participate in either the Corporate Travel Programme or HighFlyer, but not both.	0
402	How will the revised fare types implemented on 20 January 2018 affect HighFlyer?	With the implementation of the revised fare types, HighFlyer points will not be accruable on Economy Lite fares. This includes Q, N, V and K booking classes.	0
403	How does a company register for the Singapore Airlines HighFlyer?	i. A company may register for the programme by filling up the online registration form, under the “For Businesses” tab on singaporeair.comii. Thereafter, select “Enroll Now” under Singapore Airlines HighFlyer.	0
404	If my ticket is issued before 20 January 2018, on an Economy Saver fare (Q and N booking classes), will I still be able to earn HighFlyer points?	i. Yes, you will be able to earn HighFlyer points on Q and N booking classes if your ticket is issued before 20 January 2018. ii. However, if you make changes to the ticket after 20 January 2018 on the Economy Lite fare family (Q, N, V and K booking classes) resulting in a ticket reissuance, you will not be able to earn any HighFlyer points for the sector(s) booked on Economy Lite. iii. All other applicable conditions must still be met in order for points to be accrued.	0
405	Can the company register for the programme through a Travel Management Company (TMC)?	No. The company may only register for the Singapore Airlines HighFlyer via the online registration form  .	0
406	How will I know when my company’s registration is accepted?	The corporate travel manager will be notified by email upon successful enrolment into HighFlyer.	0
407	How does the Corporate Travel Manager (‘CTM’) add Corporate Travellers (‘CTs’)?	The CTM can only add CTs under the “Travellers” tab in the online booking platform.	0
408	How many Corporate Travellers (‘CTs’) can I add to my company’s HighFlyer account?	New CTs can be added only if the maximum number of 30 CTs has not been met, and the max number of changes does not exceed 5 within 1 month.	0
409	What are the channels through which the corporate can book a ticket?	Bookings can be made via the online corporate booking platform or via Singapore Airlines’ appointed travel agents.If you would like to make your bookings through a travel agent, please get in touch with Singapore Airlines as additional set up is required for your HighFlyer account. You may write to highflyer_support@singaporeair.com.sg for assistance.	0
410	What do I have to provide to ensure that the HighFlyer points are accrued to the HighFlyer account?	i. If the booking is made via the online corporate booking platform, you do not have to provide any other details. When entering the passenger’s details, the various fields will be automatically populated based on the CT’s KF details.ii. However, if the booking is made via the reservation office or travel agents, then the corporate ID must be provided to the agent.If you would like to make your bookings through a travel agent, please get in touch with Singapore Airlines as additional set up is required for your HighFlyer account. You may write to highflyer_support@singaporeair.com.sg for assistance.iii. The corporate travel manager must ensure that the travelling passenger is already added as a Corporate Traveller before the Booking is made.	0
411	Will travel agents be able to make changes on tickets issued using Highflyer points (rebooking, reissuance, and refund)?	i. Utilization of HighFlyer points is only possible online. ii. Travel agents will not be able to perform any transactions related to using HighFlyer points.	0
412	What are the available payment methods for online booking?	All available payment methods available on the Singapore Airlines online booking portal, except for PayPal and Alipay.	0
413	What must my company do to ensure that HighFlyer points can be accrued for our travel on Singapore Airlines or SilkAir?	i. Prior to making the booking, the company has to ensure that it has signed up a HighFlyer account and added its Corporate Travellers to the account profile.ii. The Corporate Travellers must be registered KrisFlyer members.iii. If the booking is made via a travel agent, the company must pre-advise Singapore Airlines of the agent details via highflyer_support@singaporeair.com.sg.iv. If the booking is made via a travel agent, the travel agent must ensure that the company’s corporate ID and the KrisFlyer membership number of the Corporate Traveller is inserted into the booking before issuing the tickets.If you would like to make your bookings through a travel agent, please get in touch with Singapore Airlines as additional set up is required for your HighFlyer account. You may write to highflyer_support@singaporeair.com.sg for assistance.v. If the booking is made via the Singapore Airlines online corporate booking platform, the corporate does not have to provide any other details. When entering the passenger’s details, the various fields will be automatically populated based on the CT’s KF details.vi. The corporate travel manager must ensure that the travelling passenger is already added as a Corporate Traveller before the flight date.vii. The booking has to be  made on eligible booking classes.	0
414	How do we calculate the number of points accrued?	i. The points accrued is based on the sum of base fare and carrier imposed surcharges in SGD, excluding airport taxes and government surcharges. The sum is multiplied by an accrual rate, which varies according to the backend discount percentage.ii. Currently, for every SGD1 spent on the net air fare and carrier imposed surcharges, the company will earn 5 HighFlyer points.	0
415	How are points accrued?	Every SGD1 spent on the net air fare and carrier imposed surcharges on eligible booking classes accrues 5 HighFlyer points after travel is completed.	0
416	Can the Corporate Traveller choose to accrue his or her personal miles to another airline’s frequent flyer programme, instead of KrisFlyer?	i. Yes, the traveller may choose to accrue the miles to a non-KrisFlyer account. However, the other airline’s frequent flyer account has to be linked to the KrisFlyer account via the traveller’s KrisFlyer profile.ii. The individual KF member must indicate that the miles be accrued to the other airline’s frequent flyer account during booking.	0
417	If a Corporate Traveller is not a KrisFlyer member, will his or her travel be considered for accrual?	No. The Corporate Traveller must be a KrisFlyer member in order for his or her travel to be considered for accrual.	0
418	How long does it take for the points to be credited into the account?	The HighFlyer points will be credited with 2 weeks after the flight.	0
419	What is the validity period of the HighFlyer points?	HighFlyer points are valid for 36 months after the month of accrual.	0
420	Since accrual only starts for tickets issued and flown after 9 Apr, how about those tickets that are partially used and reissued for the return segment? Would the return segment be eligible for accrual?	No, tickets issued before 9 Apr are not eligible for accruals even if travel is undertaken after 9 Apr.	0
421	How can the HighFlyer points accrued be redeemed?	i. The HighFlyer points can be mixed with cash for payment when the Corporate Traveller Manager makes a booking for one of the tagged CTs. ii. Only the CTM and the ACTM assigned with the access may use the points to offset ticket price. iii. If there are sufficient HighFlyer points in the account, the entire value of the ticket can be paid for using HighFlyer points, including airport taxes and government surcharges.	0
422	Who is eligible for the Singapore Airlines HighFlyer?	Bona fide and registered companies (excluding travel agencies) that do not have a pre-existing corporate travel agreement with Singapore Airlines.	0
423	Can the HighFlyer points be used on codeshare flights (SQ 4 digit, operated by a non-MI carrier)?	No, they cannot.	0
424	How many changes can I make to the list of Corporate Travellers?	i. When a HighFlyer account is newly created, it will be given 1 month to populate the initial list of Corporate Travellers and Assistant Corporate Travel Managers. The timer for the 5 changes per month will only start after the 1-month settle in period. ii. The 5 changes only apply to addition and deletion of Corporate Travellers from the list, excluding changes to details of registered Corporate Travellers.	0
425	Can the HighFlyer points be used for award flights and redemption upgrades?	No, they cannot.	0
426	Must each Corporate Travellers be a KrisFlyer member?	Yes. An employee must be a KrisFlyer member before he or she can be registered as a Corporate Traveller.	0
427	Can HighFlyer points be mixed with cash for upgrading cabin class for a ticket?	No. However, for tickets that are not issued with points for partial payment, the individual traveller may upgrade to a higher cabin class using his or her own KrisFlyer miles	0
428	Can a corporate traveller be associated with multiple corporate accounts?	i. No. Each corporate traveller can only be associated with 1 corporate account. ii. If a CTM tries to add a CT that is already tagged to another account, he or she will be advised to contact the local sales office for assistance.	0
429	Can HighFlyer points be used to offset the airport tax component of the ticket?	Yes, HighFlyer points can be used to offset the airport tax component of the ticket.	0
430	If the number of corporate travellers exceed the max limit indicated, what should the corporate travel manager do?	i. The corporate travel manager will be unable to add new travellers. Please review the current list of travellers to remove travellers. ii. In the case that the corporate travel manager wants to add travellers beyond the limit, he or she may contact highflyer_support@singaporeair.com.sg with the corporate traveller’s details.iii. Addition of the new corporate travellers is subject to Singapore Airlines’ approval.	0
431	Is there a minimum number of HighFlyer points that company has to utilize in order to use Pay with HighFlyer points for payment?	i. The minimum number of Highflyer points that have to be used is 2,940. ii. The minimum number of HighFlyer points required may be adjusted by Singapore Airlines.	0
432	If passenger is not a KrisFlyer member, nor not a tagged CT of the HighFlyer account, will accrual still take place even though the corporate ID is provided?	No, accrual will not take place. The system requires a valid KrisFlyer membership in order to award points to the HighFlyer account.	0
433	How does the company claim missing HighFlyer points?	i. The CTM may only submit a retroactive claim request by logging in to the online corporate booking platform under “Points” tab.ii. The system will validate the information provided and proceed to accept, reject, or to place the request on hold for Singapore Airlines to verify.iii. The process usually takes between 4 to 6 weeks.  1.7 Servicinga. How can I contact Singapore Airlines if I need help with my HighFlyer account?i. Phone: +65 6714 3946 ii. Email: highflyer_support@singaporeair.com.sgiii. Both channels will are operated from 8am to 6pm, Monday to Friday (including Public Holidays, Singapore local time)	0
434	If I book my flights via travel agents, what do I have to do?	Please write to highflyer_support@singaporeair.com.sg with the name of your travel agency, and a Singapore Airlines staff will get in touch with you.	0
435	Will the callers be charged?	i. The call centre contact number is a Singapore phone number so overseas callers would incur IDD charges.ii. A service fee of USD 50 applies for all transactions undertaken by the call centre that can otherwise be self-serviced through the corporate booking platform on the Singapore Airlines’ website.	0
436	Can a HighFlyer account get preferred rates for corporate travel?	i. No. Only market fares will be available for the companies in the HighFlyer programme. Discounted corporate fares will not be available for booking. ii. HighFlyer accounts will be able to accrue HighFlyer points.	0
437	What are the options to CTs/CTMs for after office-hours servicing?	Email only.	0
438	Can my company’s HighFlyer account accrue points on all flights?	i. The HighFlyer account may earn HighFlyer points on all publicly available fares on Singapore Airlines and SilkAir. However, O, I, X, G, L, V and K booking classes do not qualify for accruals. ii. Accruals are not allowed on codeshare flights (e.g. SQ 4-digit flight number operated by another airline).	0
439	Are redemption upgrades allowed for tickets that are paid with HighFlyer points?	No further redemption upgrades using personal KrisFlyer miles is allowed.	0
440	Will company be able to make changes to their tickets paid for with HighFlyer points on the corporate booking platform?	No. Reissuance has to be performed by HighFlyer Support.	0
441	Can tickets paid for with HighFlyer points be refunded on the corporate booking platform?	Yes.	0
442	Will residual points be refunded for reissuance from higher fares to lower fares?	No, residual points will not be refunded for reissuance from a higher fare to a lower fare.	0
443	What happens if some HighFlyer points used to pay for the flight have expired at the point of refund?	They will be forfeited.	0
444	Can HighFlyer points be used to pay for any additional collection resulting from a reissuance?	No. It is only for the first ticket issuance.	0
445	How will the CT and CTM login to the corporate booking platform?	i. On the Singapore Airlines homepage, the CT and CTM has to first ensure that the country that is selected is the same as the country registered for the HighFlyer account. ii. Then, click on “Login”, and select “For Businesses”. iii. In the drop down list, the CT will select “Corporate Traveller” and login using his or her KrisFlyer number, PIN, and the corporate ID. iv. In the same drop list, the CTM will select “Corporate Travel Manager” and login using the User ID and Password. v. The Assistant Corporate Travel Manager will login using the same method as the CTM.	0
446	How does the CTM mix HighFlyer points with cash for payment?	i. If there are sufficient points in the company’s HighFlyer account, the CTM may select “Pay with HighFlyer Points” when before making paymentii. The CTM can use the slider on the payments page to determine how many points to redeem to offset the price of the ticket(s)iii. The balance has to be paid for with one of the available payment methodsiv. For the ACTM to make any redemption transaction, the “Redemption Access” box must be checked. v. The CTM may assign this access to the ACTM through the online platform.	0
447	Can the company mix a traveller’s personal KrisFlyer miles and the company’s HighFlyer points to purchase the tickets on the corporate booking platform?	No. It is not possible.	0
448	Are redemption upgrades allowed for tickets that are paid for with HighFlyer points?	No. Only for tickets paid for by cash or credit card would be eligible.	0
449	What are the benefits of HighFlyer programme? How does it benefit the company?	i. The company earns HighFlyer points every time employees fly• These points are accumulated and kept in company’s account • Mix points with cash for future purchases• Points can be used to pay for all components of ticket including taxes and Preferred Seat Selection purchasesii. Employee earn KrisFlyer Miles• Remember to insert the KrisFlyer number when making the bookingsiii. Sign up is free• Online registration only. No fees will be imposed. iv. No minimum spend • There is no minimum spend to start earning the points.v. Manage travel all in one place • Manage traveller list• Manage bookings made in SQ• Redeem points via Mix points and Cash• Monitor travel expenditure• Check points balance	0
450	What are the differences between HighFlyer and KrisFlyer?	HighFlyer• for small and medium-sized enterprises• up to 30 corporate travellers• Singapore Airlines and SilkAir• earn HighFlyer Points for company• earn KrisFlyer miles for employee• 1 tierKrisFlyer• for individual• 1 traveller• Singapore Airlines and our partners• earn KrisFlyer miles• 3 tierso KrisFlyero KrisFlyer Elite Silvero KrisFlyer Elite Gold	0
451	What are the differences between HighFlyer and the Corporate Travel Programme?	HighFlyer• Earn points from Market fares to offset for future purchases• No minimum spend required• 1 tierCorporate Travel Programme• Enjoy preferential Corporate fares• Minimum spend required• 6 tiers	0
